Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id,Realtor,Código,Región,Nombre comuna,Número de personas según proyecciones de población (*),Número de personas en situación de pobreza por ingresos (**),Porcentaje de personas en situación de pobreza por ingresos 2022,"Límite inferior
 (***)",Límite superior,Presencia de la comuna en la muestra Casen,"Tipo de estimación SAE 
(****)"
729595000,20500.0,908587.0,Peñalolén,Arboretum,5.0,4.0,247.0,1500.0,5.0,11601776,Nexxos,,,,,,,,,,
195745000,5500.0,243767.0,Maipú,LosTrabajadores,4.0,3.0,143.0,176.0,3.0,5994749,Houm,,,,,,,,,,
853804100,23990.0,1063268.0,Las Condes,Impecable,6.0,4.0,228.0,812.0,3.0,11601547,Todo Propiedades,,,,,,,,,,
497904100,13990.0,620055.0,Huechuraba,Rebajadadentrocondominiounicaconsubterraneo,7.0,4.0,192.0,418.0,3.0,11601522,Todo Propiedades,,,,,,,,,,
179900000,5055.0,224035.0,Quilicura,LoMarcoleta/delrodeo,4.0,2.0,100.0,130.0,3.0,11601249,Easyprop,,,,,,,,,,
159000000,4468.0,198007.0,La Cisterna,Metroelparron,3.0,3.0,134.0,248.0,2.0,11601034,Unne,,,,,,,,,,
189160850,5315.0,235568.0,Buin,Caminoelarpa,3.0,3.0,95.0,210.0,2.0,8098023,Houm,,,,,,,,,,
355900000,10000.0,443213.0,Colina,SantaElena,3.0,2.0,160.0,400.0,2.0,11285065,Unne,,,,,,,,,,
125000000,3512.0,155666.0,Conchalí,Cercanoasupermercadoylocomoción,4.0,,142.0,300.0,,11600351,Mi Llave,,,,,,,,,,
68000000,1911.0,84682.0,Maipú,losBaqueanos,4.0,1.0,80.0,70.0,1.0,11600292,Unne,,,,,,,,,,
85000000,2388.0,105853.0,Pedro Aguirre Cerda,Av.Carlosvaldovino/MetroLoValledor,4.0,1.0,100.0,150.0,3.0,6662198,Procasa Adrián Ulloa Propiedades,,,,,,,,,,
220000000,6182.0,273973.0,Peñalolén,Ampliacasa,5.0,3.0,140.0,260.0,,11599688,Unne,,,,,,,,,,
355900000,10000.0,443213.0,La Florida,AvenidaMaculAlto,5.0,4.0,149.0,450.0,3.0,10048212,Houm,,,,,,,,,,
250000000,7024.0,311333.0,Cerrillos,CatorcedeOctubre,2.0,1.0,92.0,1068.0,2.0,7066957,Houm,,,,,,,,,,
170832000,4800.0,212742.0,Pedro Aguirre Cerda,surestedeestacionp.a.c,5.0,2.0,168.0,206.0,2.0,10512121,FAVREAU GESTIÓN INMOBILIARIA,,,,,,,,,,
630000000,17702.0,784558.0,Providencia,Av.Salvador/LuisMontaner,3.0,5.0,350.0,270.0,,7489147,Procasa Adrián Ulloa Propiedades,,,,,,,,,,
50000000,1405.0,62267.0,La Pintana,JoaquinEdwardsBello/ApóstolFelipe,3.0,1.0,33.0,60.0,1.0,8124182,Procasa Adrián Ulloa Propiedades,,,,,,,,,,
182000000,5114.0,226650.0,Puente Alto,avda.Coquimbo,3.0,2.0,175.0,175.0,3.0,10906974,FAVREAU GESTIÓN INMOBILIARIA,,,,,,,,,,
672651000,18900.0,837672.0,Lo Barnechea,pedroliraurquieta,5.0,5.0,240.0,680.0,2.0,6384336,Unne,,,,,,,,,,
115000000,3231.0,143213.0,San Miguel,Angamos5750,2.0,1.0,100.0,315.0,3.0,7962768,Unne,,,,,,,,,,
130615300,3670.0,162659.0,Maipú,NuevaSanMartin/LosDiamantes,2.0,1.0,47.0,170.0,3.0,5309516,Procasa Adrián Ulloa Propiedades,,,,,,,,,,
172000000,4833.0,214197.0,La Florida,ApasosdeAvenidaGeneralArriagadaySantaRaquel,3.0,3.0,100.0,176.0,,7531234,Unne,,,,,,,,,,
227420100,6390.0,283213.0,Colina,EstanciaLiray,4.0,3.0,130.0,130.0,2.0,9513416,Urbalia,,,,,,,,,,
63800000,1793.0,79452.0,Puente Alto,Salitrerapandeazúcar,3.0,1.0,60.0,90.0,1.0,9770790,Mi Llave,,,,,,,,,,
204642500,5750.0,254847.0,Maipú,CalleFlorenciaInfante/LasUrbanistas,4.0,4.0,125.0,180.0,,4996373,Procasa Adrián Ulloa Propiedades,,,,,,,,,,
141363480,3972.0,176044.0,Macul,Sargentoaldea/agricola/av.Vicuñamackenna,3.0,1.0,135.0,135.0,,10909552,Sucursal El Bosque Sur,,,,,,,,,,
202863000,5700.0,252631.0,Buin,Sevedeincreíblecasaconexcelenteconectividad,3.0,2.0,80.0,190.0,,11597180,Treintaquince Spa,,,,,,,,,,
181509000,5100.0,226039.0,Colina,EstanciaLiray,3.0,3.0,98.0,98.0,2.0,10317734,Urbalia,,,,,,,,,,
210000000,5901.0,261519.0,La Florida,AvTrinidadconCalleCuatro,5.0,1.0,106.0,480.0,3.0,6342652,Unne,,,,,,,,,,
181509000,5100.0,226039.0,Maipú,Av.LasTorres/Orleans,4.0,2.0,,,3.0,11596295,Nexxos,,,,,,,,,,
135242000,3800.0,168421.0,Colina,BarrioPortezuelo,4.0,2.0,84.0,84.0,1.0,7361929,Urbalia,,,,,,,,,,
213540000,6000.0,265928.0,Curacaví,Cuyuncaví,4.0,4.0,200.0,200.0,,5615542,Urbalia,,,,,,,,,,
165000000,4636.0,205479.0,Puente Alto,CondominioFaldeosdelaVillaIII,4.0,3.0,110.0,146.0,2.0,8709102,Unne,,,,,,,,,,
160155000,4500.0,199446.0,La Florida,-condominioalicahue,3.0,3.0,99.0,112.0,1.0,11596098,Nexxos,,,,,,,,,,
295000000,8289.0,367372.0,La Florida,-SantaDeliayRojasMagallanes,4.0,3.0,140.0,223.0,2.0,11596084,Nexxos,,,,,,,,,,
288279000,8100.0,359002.0,La Florida,-JardinesdelaViña,4.0,3.0,120.0,234.0,2.0,11596051,Nexxos,,,,,,,,,,
159265250,4475.0,198338.0,Peñaflor,CondominioMiraflores,3.0,3.0,80.0,123.0,2.0,9560526,Unne,,,,,,,,,,
1032110000,29000.0,1285318.0,Colina,Condominioelalgarrobalii//callelosfundos,6.0,7.0,633.0,5050.0,7.0,4812917,Unne,,,,,,,,,,
60000000,1686.0,74720.0,Colina,Pjjavieracarrera#592,3.0,2.0,100.0,200.0,,11595531,,,,,,,,,,,
150000000,4215.0,186800.0,San Ramón,SanFrancisco/VicuñaMackena,3.0,3.0,161.0,174.0,,9806132,Luz Godoy Propiedades,,,,,,,,,,
53000000,1489.0,66002.0,Puente Alto,Santiagomenadier.,3.0,1.0,53.0,60.0,1.0,11595444,Nexxos,,,,,,,,,,
622825000,17500.0,775623.0,Las Condes,LosGladiolos-Estoril,4.0,3.0,190.0,300.0,3.0,9781100,Sucursal Cantagallo,,,,,,,,,,
498260000,14000.0,620498.0,Colina,PortalSantaMaría,6.0,5.0,165.0,550.0,4.0,10922666,Unne,,,,,,,,,,
444875000,12500.0,554016.0,Peñalolén,AlvaroCasanova355casa,3.0,4.0,179.0,297.0,1.0,11594959,Houm,,,,,,,,,,
170832000,4800.0,212742.0,Colina,Cedro/.,3.0,3.0,105.0,182.0,,10314733,Mauricio Pino Propiedades,,,,,,,,,,
271516110,7629.0,338127.0,La Florida,Barcelona,5.0,2.0,151.0,166.0,1.0,11594924,Houm,,,,,,,,,,
110329000,3100.0,137396.0,Maipú,Madreselva/Esdras,3.0,2.0,73.0,157.0,2.0,10020822,Sucursal El Bosque Sur,,,,,,,,,,
80291040,2256.0,99989.0,Paine,Paine,4.0,,,,,11594652,Grupo Premium Propiedades Santiago,,,,,,,,,,
180000000,5058.0,224159.0,Maipú,Casamaipú3dormitorios+2baños,3.0,2.0,91.0,115.0,,11594402,Movahome Corredores Integrados,,,,,,,,,,
155000000,4355.0,193026.0,Puente Alto,MarcosPerez,2.0,2.0,239.0,239.0,2.0,7112295,Urbalia,,,,,,,,,,
83000000,2332.0,103362.0,Lampa,LagoRapelconIgnacioSerrano,6.0,2.0,133.0,138.0,2.0,8538442,Unne,,,,,,,,,,
77000000,2164.0,95890.0,Puente Alto,Angelpimentel,4.0,2.0,50.0,80.0,1.0,9491388,Unne,,,,,,,,,,
81928180,2302.0,102028.0,Maipú,Arturoprat,2.0,2.0,80.0,90.0,1.0,7423191,Urbalia,,,,,,,,,,
658059100,18490.0,819501.0,Colina,Josérabat,2.0,3.0,202.0,580.0,2.0,8395932,Unne,,,,,,,,,,
78000000,2192.0,97136.0,Quilicura,Pjenigeria,3.0,1.0,69.0,100.0,1.0,10752111,FAVREAU GESTIÓN INMOBILIARIA,,,,,,,,,,
52000000,1461.0,64757.0,Colina,ValleVerde,3.0,1.0,80.0,80.0,1.0,6210114,Urbalia,,,,,,,,,,
516055000,14500.0,642659.0,Pirque,VentaCasa6DormitoriosPirque,6.0,5.0,350.0,10000.0,1.0,10889613,Invierte Propiedades,,,,,,,,,,
142800000,4012.0,177833.0,Lampa,HaciendaLarapinta,4.0,3.0,119.0,119.0,1.0,9115513,Urbalia,,,,,,,,,,
1405805000,39500.0,1750691.0,Las Condes,Av.LaQuebrada/Quinchamali,5.0,6.0,524.0,1362.0,4.0,7538874,Sucursal Cantagallo,,,,,,,,,,
651297000,18300.0,811080.0,Santiago,LaAuroraCuracaví,5.0,4.0,305.0,21000.0,10.0,7995682,Urbalia,,,,,,,,,,
57500000,1616.0,71606.0,Lo Prado,WaldoTaff/Av.lasTorres,2.0,1.0,39.0,155.0,1.0,11593630,Procasa Adrián Ulloa Propiedades,,,,,,,,,,
260981470,7333.0,325008.0,El Bosque,paradero34ymediodegranavenida,3.0,3.0,146.0,361.0,4.0,5701773,Unne,,,,,,,,,,
710732300,19970.0,885096.0,Las Condes,LatadiaconVespucio,6.0,4.0,320.0,620.0,4.0,11278181,Unne,,,,,,,,,,
782980000,22000.0,975068.0,Lo Barnechea,PadreTedHuard/CaminoReal,5.0,3.0,225.0,610.0,,9538925,Propiedades Ricardo Vial y Cia. Ltda.,,,,,,,,,,
64000000,1798.0,79701.0,Buin,Pjejoelperezbuin,4.0,2.0,142.0,98.0,2.0,6807990,Urbalia,,,,,,,,,,
97160700,2730.0,120997.0,Santiago,Entresanisidroymiguelleónprado,3.0,1.0,98.0,75.0,,9148801,Urbalia,,,,,,,,,,
1085495000,30500.0,1351800.0,Vitacura,Lashualtatas/tabancura,8.0,3.0,365.0,680.0,,9581050,Propiedades Jose Fco. Montalva y Cía. Ltda.,,,,,,,,,,
131683000,3700.0,163989.0,Colina,BarrioPortezuelo,3.0,2.0,76.0,76.0,1.0,9537628,Urbalia,,,,,,,,,,
817181990,22961.0,1017661.0,Santiago,Avda.España,12.0,5.0,477.0,578.0,2.0,5839088,Urbalia,,,,,,,,,,
119000000,3344.0,148194.0,Pirque,Chalaco,4.0,1.0,90.0,387.0,3.0,9186955,Urbalia,,,,,,,,,,
471567500,13250.0,587257.0,Peñalolén,ElBuenCamino10400,4.0,4.0,150.0,480.0,2.0,7886194,Unne,,,,,,,,,,
155000000,4355.0,193026.0,Puente Alto,luismatteoriente,4.0,3.0,115.0,115.0,2.0,10512144,FAVREAU GESTIÓN INMOBILIARIA,,,,,,,,,,
164781700,4630.0,205208.0,Quinta Normal,SantaAdriana,3.0,1.0,147.0,300.0,1.0,7266175,Houm,,,,,,,,,,
160000000,4496.0,199253.0,Colina,Fontt#741,5.0,1.0,147.0,180.0,,10621348,Unne,,,,,,,,,,
121041590,3401.0,150737.0,Huechuraba,Av.ElSauce/Av.LosLibertadores,4.0,2.0,94.0,105.0,,6183086,Procasa Adrián Ulloa Propiedades,,,,,,,,,,
55000000,1545.0,68493.0,Peñaflor,PsjeLasTaguascon21deMayo,3.0,2.0,72.0,100.0,2.0,6028173,Unne,,,,,,,,,,
180000000,5058.0,224159.0,Maipú,JoseLuisInfanteLarraín1279,3.0,3.0,115.0,130.0,2.0,9616055,Unne,,,,,,,,,,
58000000,1630.0,72229.0,Puente Alto,Eyzaguirre/Hermanodomingo,3.0,1.0,65.0,70.0,2.0,6118635,Procasa Adrián Ulloa Propiedades,,,,,,,,,,
82000000,2304.0,102117.0,Cerro Navia,MardeChile/AvenidaSerrano,4.0,2.0,114.0,70.0,1.0,6423076,Procasa Adrián Ulloa Propiedades,,,,,,,,,,
534490620,15018.0,665617.0,Peñalolén,Avda.AméricoVespucioSur/Avda.JoséArrieta,4.0,2.0,472.0,472.0,,3477753,Jorge Pablo Caro Propiedades,,,,,,,,,,
290058500,8150.0,361219.0,Huechuraba,PedroFontova,4.0,3.0,118.0,169.0,2.0,10886694,Sucursal El Bosque Sur,,,,,,,,,,
85000000,2388.0,105853.0,La Florida,santaraquel,2.0,1.0,180.0,180.0,,10547552,FAVREAU GESTIÓN INMOBILIARIA,,,,,,,,,,
105000000,2950.0,130760.0,Melipilla,MarsellaconJoséMassoudSarquis,3.0,2.0,90.0,200.0,2.0,6328334,Unne,,,,,,,,,,
75000000,2107.0,93400.0,Puente Alto,Av.MexicoYC61999/Av.LasNievesOeste,3.0,1.0,70.0,90.0,,10890004,Propiedades Centro Santiago SPA,,,,,,,,,,
160000000,4496.0,199253.0,Santiago,Casaenventaensantiago,3.0,1.0,90.0,360.0,,10208160,Movahome Corredores Integrados,,,,,,,,,,
96000000,2697.0,119552.0,Colina,VillaLasAraucarias,3.0,2.0,56.0,56.0,,9886442,Urbalia,,,,,,,,,,
92534000,2600.0,115235.0,Quilicura,LosHimalayasconSantaLaura,4.0,2.0,65.0,90.0,1.0,10911119,Unne,,,,,,,,,,
110329000,3100.0,137396.0,San Joaquín,Espectacularcasaenventaensanjoaquín,3.0,2.0,78.0,94.0,,10208130,Movahome Corredores Integrados,,,,,,,,,,
145919000,4100.0,181717.0,Maipú,RenzoPecchenino,3.0,1.0,82.0,160.0,1.0,10064619,Houm,,,,,,,,,,
466229000,13100.0,580609.0,Colina,SantaEsther,5.0,4.0,270.0,270.0,,6158488,Urbalia,,,,,,,,,,
300000000,8429.0,373599.0,Santiago,BarrioYungay,3.0,2.0,288.0,288.0,1.0,10018694,Urbalia,,,,,,,,,,
210000000,5901.0,261519.0,Maipú,AvLumenconLosMinistros,5.0,3.0,140.0,100.0,1.0,9352517,Unne,,,,,,,,,,
253000000,7109.0,315068.0,Maipú,JoseLuisInfanteLarraín1279,3.0,3.0,123.0,200.0,3.0,9878739,Unne,,,,,,,,,,
81000000,2276.0,100872.0,Puente Alto,Pieandino,3.0,2.0,55.0,80.0,2.0,9371733,Unne,,,,,,,,,,
137000000,3849.0,170610.0,Isla de Maipo,Islademaipo,2.0,1.0,90.0,500.0,3.0,7069574,Unne,,,,,,,,,,
291838000,8200.0,363435.0,Puente Alto,ElQuiscoconElVolcan,4.0,1.0,173.0,1000.0,3.0,6245890,Unne,,,,,,,,,,
115000000,3231.0,143213.0,Pirque,RamonSubercaseaux10000,3.0,2.0,144.0,500.0,2.0,9857184,Urbalia,,,,,,,,,,
238000000,6687.0,296389.0,Ñuñoa,PrimerpasajedePonienteaOriente,3.0,1.0,70.0,268.0,2.0,10020163,Arsen Propiedades,,,,,,,,,,
795436500,22350.0,990581.0,Providencia,ClementeFabres/JoseManuelInfante,7.0,3.0,250.0,450.0,4.0,5372385,Jorge Pablo Caro Propiedades,,,,,,,,,,
85000000,2388.0,105853.0,Puente Alto,Pasajeseis,5.0,2.0,105.0,113.0,3.0,10375740,FAVREAU GESTIÓN INMOBILIARIA,,,,,,,,,,
160000000,4496.0,199253.0,Estación Central,LancerosdelRey/Sancho,2.0,1.0,61.0,200.0,3.0,6040293,Procasa Adrián Ulloa Propiedades,,,,,,,,,,
83000000,2332.0,103362.0,Puente Alto,Caimanes,4.0,2.0,70.0,70.0,1.0,6341882,Urbalia,,,,,,,,,,
69000000,1939.0,85928.0,La Granja,Sanjosedelaestrella/Pedrolira,4.0,2.0,200.0,160.0,2.0,5393790,Procasa Adrián Ulloa Propiedades,,,,,,,,,,
155000000,4355.0,193026.0,Puente Alto,Hermosapropiedad,4.0,2.0,105.0,180.0,,10565747,Movahome Corredores Integrados,,,,,,,,,,
190000000,5339.0,236613.0,Estación Central,Av.5deAbril/Aeropuerto,3.0,,90.0,235.0,,5078316,Procasa Adrián Ulloa Propiedades,,,,,,,,,,
297176500,8350.0,370083.0,Maipú,AvenidaAlcaldeJoséLuisInfanteLarraín,5.0,3.0,180.0,294.0,4.0,10046267,Houm,,,,,,,,,,
115000000,3231.0,143213.0,Peñaflor,SeVendeCasaenPalmerasdeMallocoenPeñaflor,3.0,2.0,,,2.0,10887757,Mi Llave,,,,,,,,,,
131683000,3700.0,163989.0,Colina,BarrioPortezuelo,3.0,2.0,76.0,76.0,1.0,9580599,Urbalia,,,,,,,,,,
245571000,6900.0,305817.0,Colina,Elmolino,4.0,2.0,90.0,305.0,2.0,11271747,Urbalia,,,,,,,,,,
341664000,9600.0,425484.0,San Bernardo,AvenidaColon/PadreHurtado,3.0,2.0,144.0,400.0,,8265008,Procasa Felipe Acosta Propiedades,,,,,,,,,,
87000000,2445.0,108344.0,Puente Alto,LuisMatteLarrainconJuandeDiosMalebran,3.0,1.0,73.0,78.0,1.0,9815745,Unne,,,,,,,,,,
70000000,1967.0,87173.0,Puente Alto,ElSoldador/CalleBelen,5.0,1.0,79.0,37.0,,6492108,Procasa Adrián Ulloa Propiedades,,,,,,,,,,
150000000,4215.0,186800.0,Puente Alto,PlazaViva/CardenalFresno,5.0,,118.0,110.0,2.0,10603816,Aleida Lama Propiedades,,,,,,,,,,
672651000,18900.0,837672.0,Colina,SantaEsther,4.0,4.0,300.0,350.0,,7523766,Urbalia,,,,,,,,,,
689378300,19370.0,858503.0,Peñaflor,Larrain/Bilbao,3.0,4.0,502.0,725.0,,7158270,Procasa Adrián Ulloa Propiedades,,,,,,,,,,
97516600,2740.0,121440.0,Pedro Aguirre Cerda,VecinalconAv.ClubHipico,2.0,2.0,67.0,130.0,1.0,9585333,Urbalia,,,,,,,,,,
100000000,2810.0,124533.0,Lampa,SantaCeciliaconArturoPrat,3.0,1.0,51.0,130.0,2.0,9362356,Unne,,,,,,,,,,
183000000,5142.0,227895.0,Maipú,SanAlbertoHurtado/AvenidaPortales,3.0,4.0,90.0,234.0,,9090989,Jorge Pablo Caro Propiedades,,,,,,,,,,
65000000,1826.0,80946.0,Lo Espejo,LauraVicuña,3.0,1.0,64.0,78.0,,11267610,Unne,,,,,,,,,,
75000000,2107.0,93400.0,Santiago,Marín,2.0,2.0,45.0,45.0,,11228578,RUKAM SPA,,,,,,,,,,
462670000,13000.0,576177.0,Vitacura,Casa3dormitorios2bañosenpasajecerrado,3.0,3.0,110.0,224.0,2.0,8206641,Unne,,,,,,,,,,
98000000,2754.0,122042.0,Lampa,VentaCasa4DormitoriosLampa,4.0,2.0,120.0,145.0,1.0,9770511,Invierte Propiedades,,,,,,,,,,
765185000,21500.0,952908.0,Santiago,CajondelMaipo,7.0,5.0,614.0,614.0,,5440263,Urbalia,,,,,,,,,,
170832000,4800.0,212742.0,Colina,EstanciaLiray,3.0,3.0,105.0,182.0,2.0,10112034,Urbalia,,,,,,,,,,
157378980,4422.0,195989.0,Maipú,Maipú,3.0,3.0,90.0,160.0,1.0,5026658,SyA Propiedades LTDA.,,,,,,,,,,
533850000,15000.0,664819.0,Lo Barnechea,NidodeAguila,5.0,4.0,180.0,320.0,3.0,10885953,Vivaqui Propiedades,,,,,,,,,,
382592500,10750.0,476454.0,La Florida,Ecuador,4.0,1.0,114.0,114.0,,5434040,Urbalia,,,,,,,,,,
185068000,5200.0,230471.0,Colina,EstanciaLiray,3.0,3.0,93.0,93.0,,8868630,Urbalia,,,,,,,,,,
200000000,5620.0,249066.0,Puente Alto,EduardoCordineroconNemesioVicuña,5.0,3.0,200.0,260.0,5.0,9471325,Unne,,,,,,,,,,
352341000,9900.0,438781.0,Lampa,SantaTeresitadeLisieux,3.0,3.0,184.0,184.0,,6643778,Urbalia,,,,,,,,,,
74000000,2079.0,92154.0,Peñalolén,AvLasParcelasconRapaNui,3.0,1.0,60.0,68.0,,7745388,Unne,,,,,,,,,,
489362500,13750.0,609418.0,Las Condes,Gredos/IVCentenario,7.0,4.0,216.0,326.0,2.0,10884940,Sucursal El Bosque Sur,,,,,,,,,,
596132500,16750.0,742382.0,Lo Barnechea,pieandino,4.0,3.0,140.0,300.0,2.0,6960543,Urbalia,,,,,,,,,,
100000000,2810.0,124533.0,Puente Alto,OmarHerrera1806,4.0,2.0,125.0,75.0,1.0,10021391,Arsen Propiedades,,,,,,,,,,
58000000,1630.0,72229.0,Puente Alto,Gabriela,2.0,1.0,40.0,78.0,2.0,9297932,Unne,,,,,,,,,,
133000000,3737.0,165629.0,Renca,NuevaRenca,3.0,3.0,63.0,63.0,,10089914,Urbalia,,,,,,,,,,
508937000,14300.0,633795.0,Colina,Chamisero,6.0,5.0,207.0,468.0,2.0,8811906,Unne,,,,,,,,,,
295397000,8300.0,367867.0,Maipú,CanalTrinidadPoniente,5.0,3.0,160.0,300.0,4.0,8684264,Houm,,,,,,,,,,
516055000,14500.0,642659.0,Santiago,chicureo,5.0,4.0,151.0,400.0,,6763449,Urbalia,,,,,,,,,,
73742480,2072.0,91834.0,La Florida,AvSanJosedeLaEstrella-MetroSanJosedeLaEstrella,3.0,1.0,78.0,66.0,1.0,10882252,Grupo Premium Propiedades Santiago,,,,,,,,,,
160155000,4500.0,199446.0,Maipú,LosGenerales/Av.Sur,4.0,1.0,100.0,240.0,2.0,9672180,Unne,,,,,,,,,,
562322000,15800.0,700276.0,Colina,Liray/panamericanorte,2.0,2.0,205.0,5358.0,1.0,9770275,Mauricio Pino Propiedades,,,,,,,,,,
658415000,18500.0,819944.0,Colina,CondominioLasCampiñas,3.0,4.0,300.0,5000.0,3.0,6573092,Houm,,,,,,,,,,
425656400,11960.0,530083.0,Peñalolén,ValledeCasablancaNorte,5.0,3.0,170.0,400.0,3.0,7185280,Houm,,,,,,,,,,
95000000,2669.0,118306.0,Pedro Aguirre Cerda,MauricioRugendasconClotarioBlest,3.0,1.0,70.0,81.0,1.0,9362303,Unne,,,,,,,,,,
363018000,10200.0,452077.0,Colina,SierraMaestra,3.0,3.0,139.0,368.0,4.0,10063199,Houm,,,,,,,,,,
95000000,2669.0,118306.0,Santiago,Entresanisidroymiguelleónprado,3.0,1.0,98.0,75.0,,8226636,Urbalia,,,,,,,,,,
75000000,2107.0,93400.0,Padre Hurtado,ZoilaAymerich2027,3.0,2.0,51.0,72.0,1.0,8247761,Unne,,,,,,,,,,
836365000,23500.0,1041550.0,Santiago,LaAuroraCuracaví,11.0,6.0,538.0,10000.0,8.0,9793109,Urbalia,,,,,,,,,,
92534000,2600.0,115235.0,Recoleta,Purranque,3.0,1.0,36.0,48.0,,6574671,Houm,,,,,,,,,,
925340000,26000.0,1152354.0,Lo Barnechea,SantaBlanca,5.0,3.0,286.0,850.0,5.0,6960512,Urbalia,,,,,,,,,,
676210000,19000.0,842105.0,Independencia,Generalsaavedra,5.0,4.0,689.0,689.0,10.0,8595557,Urbalia,,,,,,,,,,
85000000,2388.0,105853.0,Puente Alto,ElRetenconejercitolibertado,3.0,1.0,77.0,86.0,2.0,7112264,Urbalia,,,,,,,,,,
889750000,25000.0,1108032.0,Lo Barnechea,Miradordelplomo,5.0,5.0,703.0,703.0,4.0,7056215,Urbalia,,,,,,,,,,
120000000,3372.0,149440.0,Lampa,lasmagnolias2713casa25vallegrande,3.0,2.0,67.0,133.0,2.0,9289428,Unne,,,,,,,,,,
569440000,16000.0,709141.0,Santiago,Maturana/Brasil,13.0,4.0,320.0,520.0,,5674299,Procasa Adrián Ulloa Propiedades,,,,,,,,,,
98299580,2762.0,122415.0,La Florida,MaríaElena,3.0,2.0,60.0,110.0,,9560853,Unne,,,,,,,,,,
90000000,2529.0,112080.0,Peñaflor,Boldo547villaaltomiraflores,3.0,2.0,110.0,1121.0,1.0,9171738,Unne,,,,,,,,,,
70000000,1967.0,87173.0,Buin,maximilianovaldez,3.0,1.0,50.0,85.0,1.0,10271421,FAVREAU GESTIÓN INMOBILIARIA,,,,,,,,,,
60000000,1686.0,74720.0,La Florida,Topacio10910,2.0,1.0,45.0,45.0,,11270456,Urbalia,,,,,,,,,,
161934500,4550.0,201662.0,Maipú,AvenidaAlfredoSilvaCarvallo,4.0,2.0,95.0,115.0,3.0,10064880,Houm,,,,,,,,,,
491142000,13800.0,611634.0,Lo Barnechea,LaCiénaga/ValleLaDehesa,4.0,4.0,180.0,216.0,2.0,7279986,Sucursal Cantagallo,,,,,,,,,,
138000000,3877.0,171856.0,Puente Alto,loshualos2672,3.0,2.0,75.0,200.0,5.0,10021362,Arsen Propiedades,,,,,,,,,,
907545000,25500.0,1130193.0,Lo Barnechea,Manuelguzmanmaturana,7.0,5.0,367.0,1182.0,4.0,6367338,Urbalia,,,,,,,,,,
914663000,25700.0,1139057.0,Lo Barnechea,Losbravos,6.0,5.0,278.0,1009.0,2.0,10582777,Cruz Balmaceda,,,,,,,,,,
67500000,1897.0,84060.0,Pedro Aguirre Cerda,CincoPoniente,3.0,1.0,90.0,147.0,,9274346,Unne,,,,,,,,,,
125000000,3512.0,155666.0,Curacaví,BosquesdeMiraflores,3.0,2.0,105.0,105.0,1.0,6249431,Urbalia,,,,,,,,,,
811452000,22800.0,1010526.0,Las Condes,ClinicaLosAndes,6.0,5.0,216.0,448.0,3.0,10882557,Mi Llave,,,,,,,,,,
149478000,4200.0,186149.0,Colina,BarrioPortezuelo,3.0,3.0,90.0,90.0,,9115488,Urbalia,,,,,,,,,,
71180000,2000.0,88643.0,Puente Alto,ManuelBulnes,2.0,1.0,60.0,60.0,1.0,10059926,Houm,,,,,,,,,,
150332160,4224.0,187213.0,La Granja,QuinceOte./CatorceOte.,5.0,2.0,160.0,204.0,4.0,6122872,Procasa Adrián Ulloa Propiedades,,,,,,,,,,
108015650,3035.0,134515.0,La Florida,Lacorteza,4.0,2.0,64.0,100.0,1.0,6238873,Houm,,,,,,,,,,
1014315000,28500.0,1263157.0,Lo Barnechea,Vendohermosacasade4d/3b/3eenlobarnecheaa10minutosdelclubdegolfdeladehesa.,4.0,3.0,257.0,257.0,3.0,9360956,Easyprop,,,,,,,,,,
155000000,4355.0,193026.0,Maipú,Casade2pisosde3d+3b+cobertizo+quinchoypatiodelantero,3.0,3.0,86.0,132.0,,9235707,Corredorpro Spa,,,,,,,,,,
1014315000,28500.0,1263157.0,Lo Barnechea,CerroPuntadeDamas,4.0,3.0,170.0,1200.0,2.0,10053723,Houm,,,,,,,,,,
113888000,3200.0,141828.0,Cerro Navia,Huracán,3.0,1.0,95.0,162.0,,5919968,Houm,,,,,,,,,,
120000000,3372.0,149440.0,Colina,Aconcaguainterior,2.0,1.0,88.0,295.0,,9527937,Urbalia,,,,,,,,,,
423876900,11910.0,527867.0,Santiago,Paine,3.0,2.0,400.0,4600.0,2.0,10945112,Urbalia,,,,,,,,,,
130000000,3653.0,161893.0,Pudahuel,SanPabloconSerrano,3.0,1.0,110.0,120.0,1.0,7961596,Unne,,,,,,,,,,
150000000,4215.0,186800.0,Pudahuel,FernandoErrazurizconSanDaniel,5.0,2.0,131.0,172.0,1.0,8709085,Unne,,,,,,,,,,
178000000,5001.0,221669.0,La Florida,norestedemetrosantajulia,5.0,2.0,200.0,200.0,2.0,10547560,FAVREAU GESTIÓN INMOBILIARIA,,,,,,,,,,
391490000,11000.0,487534.0,Curacaví,Caminoeltoro/curacavi,3.0,1.0,64.0,5000.0,,11276783,Mauricio Pino Propiedades,,,,,,,,,,
498260000,14000.0,620498.0,Calera de Tango,Caminolonquén,4.0,4.0,340.0,5044.0,,6179670,Urbalia,,,,,,,,,,
83000000,2332.0,103362.0,Buin,Pjeriberasur,3.0,2.0,95.0,110.0,1.0,10271484,FAVREAU GESTIÓN INMOBILIARIA,,,,,,,,,,
